Offspring ID,Loci typed,Candidate mother ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair Delta,Pair confidence,Candidate father ID,Loci typed,Pair loci compared,Pair loci mismatching,Pair LOD score,Pair Delta,Pair confidence,Trio loci compared,Trio loci mismatching,Trio LOD score,Trio Delta,Trio confidence
OtsAC17SFMK_0020,11,OtsAC12SFMK_8568,11,11,0, 1.42681848674688E+0001, 1.42681848674688E+0001,,OtsAC12SFMK_8584,11,11,0, 2.27315910971399E+0001, 2.27315910971399E+0001,,11,0, 4.44156401369060E+0001, 4.44156401369060E+0001,,
OtsAC17SFMK_0021,11,OtsAC12SFMK_8745,11,11,0, 1.77683278430940E+0001, 1.77683278430940E+0001,,OtsAC12SFMK_8793,11,11,0, 2.36659040773859E+0001, 2.36659040773859E+0001,,11,0, 4.83619931466829E+0001, 4.83619931466829E+0001,,
OtsAC17SFMK_0022,11,OtsAC12SFMK_8085,11,11,0, 1.65010481946206E+0001, 1.65010481946206E+0001,,OtsAC12SFMK_8578,11,11,0, 1.61121613756485E+0001, 1.61121613756485E+0001,,11,0, 3.94477903603243E+0001, 3.94477903603243E+0001,,
OtsAC17SFMK_0023,11,OtsAC13SFMK_4808,11,11,0, 1.60550733812379E+0001, 1.60550733812379E+0001,,OtsAC13SFMK_4081,11,11,0, 2.34052439221688E+0001, 2.34052439221688E+0001,,11,0, 4.45362710484864E+0001, 4.45362710484864E+0001,,
OtsAC17SFMK_0024,11,OtsAC13SFMK_4062,11,11,0, 2.00277391609885E+0001, 2.00277391609885E+0001,,OtsAC13SFMK_4114,11,11,0, 1.94849485875667E+0001, 1.94849485875667E+0001,,11,0, 4.66904006286619E+0001, 4.66904006286619E+0001,,
OtsAC17SFMK_0025,11,
OtsAC17SFMK_0026,11,OtsAC13SFMK_4808,11,11,0, 1.65881851391748E+0001, 1.65881851391748E+0001,,OtsAC13SFMK_4081,11,11,0, 2.21165982502951E+0001, 2.21165982502951E+0001,,11,0, 4.47149858593609E+0001, 4.47149858593609E+0001,,
OtsAC17SFMK_0027,11,OtsAC13SFMK_4115,11,11,0, 1.70251407436636E+0001, 1.70251407436636E+0001,,OtsAC13SFMK_4070,11,11,0, 1.87234561527594E+0001, 1.87234561527594E+0001,,11,0, 4.26071923305091E+0001, 4.26071923305091E+0001,,
OtsAC17SFMK_0028,11,
OtsAC17SFMK_0029,11,OtsAC13SFMK_4523,11,11,0, 1.19352993160367E+0001, 1.19352993160367E+0001,,OtsAC13SFMK_4065,11,11,0, 1.91692769338952E+0001, 1.91692769338952E+0001,,11,0, 3.78405195732215E+0001, 3.78405195732215E+0001,,
OtsAC17SFMK_0030,11,
OtsAC17SFMK_0031,11,
OtsAC17SFMK_0032,11,OtsAC12SFMK_8694,11,11,0, 1.66135901400486E+0001, 1.66135901400486E+0001,,OtsAC12SFMK_8917,11,11,0, 1.91807118880377E+0001, 1.91807118880377E+0001,,11,0, 4.20343582552900E+0001, 4.20343582552900E+0001,,
OtsAC17SFMK_0033,11,OtsAC13SFMK_4731,11,11,0, 2.16552664031935E+0001, 2.16552664031935E+0001,,OtsAC13SFMK_4008,11,11,0, 1.74518925105553E+0001, 1.74518925105553E+0001,,11,0, 4.39774705930000E+0001, 4.39774705930000E+0001,,
OtsAC17SFMK_0034,11,OtsAC12SFMK_8753,11,11,0, 1.73770220130995E+0001, 1.73770220130995E+0001,,OtsAC12SFMK_8035,11,11,0, 1.22420912835322E+0001, 1.22420912835322E+0001,,11,0, 3.52321314116447E+0001, 3.52321314116447E+0001,,
OtsAC17SFMK_0035,11,OtsAC12SFMK_8687,11,11,0, 1.62339051876668E+0001, 1.62339051876668E+0001,,OtsAC12SFMK_8503,11,11,0, 1.53103949012649E+0001, 1.53103949012649E+0001,,11,0, 3.87962896098706E+0001, 3.87962896098706E+0001,,
OtsAC17SFMK_0036,11,OtsAC13SFMK_4568,11,11,0, 1.84797648708833E+0001, 1.84797648708833E+0001,,OtsAC13SFMK_4069,11,11,0, 1.66637850234315E+0001, 1.66637850234315E+0001,,11,0, 4.16987098367490E+0001, 4.16987098367490E+0001,,
OtsAC17SFMK_0037,11,OtsAC12SFMK_8675,11,11,0, 1.83848408408312E+0001, 1.83848408408312E+0001,,OtsAC12SFMK_8856,11,11,0, 2.08664417644946E+0001, 2.08664417644946E+0001,,11,0, 4.60048232024326E+0001, 4.60048232024326E+0001,,
OtsAC17SFMK_0038,11,
OtsAC17SFMK_0039,11,
OtsAC17SFMK_0040,11,
OtsAC17SFMK_0041,11,OtsAC12SFMK_8841,11,11,0, 1.78633636550636E+0001, 1.78633636550636E+0001,,OtsAC12SFMK_8807,11,11,0, 1.92619633518767E+0001, 1.92619633518767E+0001,,11,0, 4.40567988125398E+0001, 4.40567988125398E+0001,,
OtsAC17SFMK_0042,11,OtsAC13SFMK_4075,11,11,0, 2.23434194612333E+0001, 2.23434194612333E+0001,,OtsAC13SFMK_4059,11,11,0, 1.95367983409045E+0001, 1.95367983409045E+0001,,11,0, 4.93121390035172E+0001, 4.93121390035172E+0001,,
OtsAC17SFMK_0043,11,OtsAC13SFMK_4913,11,11,0, 1.71550406558238E+0001, 1.71550406558238E+0001,,OtsAC13SFMK_4105,11,11,0, 1.97647087964303E+0001, 1.97647087964303E+0001,,11,0, 4.38512212578536E+0001, 4.38512212578536E+0001,,
OtsAC17SFMK_0044,11,OtsAC12SFMK_8775,11,11,0, 1.71860207651479E+0001, 1.71860207651479E+0001,,OtsAC12SFMK_8727,11,11,0, 1.59317603948521E+0001, 1.59317603948521E+0001,,11,0, 4.00492529655995E+0001, 4.00492529655995E+0001,,
OtsAC17SFMK_0045,11,OtsAC13SFMK_4568,11,11,0, 2.42489365029063E+0001, 2.42489365029063E+0001,,OtsAC13SFMK_4069,11,11,0, 1.27231418124202E+0001, 1.27231418124202E+0001,,11,0, 4.32626341325915E+0001, 4.32626341325915E+0001,,
OtsAC17SFMK_0046,11,OtsAC12SFMK_8330,11,11,0, 2.09747777052503E+0001, 2.09747777052503E+0001,,OtsAC12SFMK_8573,11,11,0, 1.65241849471332E+0001, 1.65241849471332E+0001,,11,0, 4.23487410173581E+0001, 4.23487410173581E+0001,,
OtsAC17SFMK_0047,11,OtsAC12SFMK_8750,11,11,0, 1.61487764636896E+0001, 1.61487764636896E+0001,,OtsAC12SFMK_8713,11,11,0, 1.76325279683823E+0001, 1.76325279683823E+0001,,11,0, 3.94568324025714E+0001, 3.94568324025714E+0001,,
OtsAC17SFMK_0048,11,
OtsAC17SFMK_0049,11,OtsAC12SFMK_8082,11,11,0, 1.40477244560725E+0001, 1.40477244560725E+0001,,OtsAC12SFMK_8034,11,11,0, 2.34738390380249E+0001, 2.34738390380249E+0001,,11,0, 4.30946983598283E+0001, 4.30946983598283E+0001,,
OtsAC17SFMK_0050,11,OtsAC13SFMK_4918,11,11,0, 1.46171191725501E+0001, 0.00000000000000E+0000,,OtsAC13SFMK_4867,11,11,0, 2.00286736690484E+0001, 2.00286736690484E+0001,,11,0, 4.03308326351003E+0001, 4.03308326351003E+0001,,
OtsAC17SFMK_0051,11,OtsAC13SFMK_4032,11,11,0, 2.04959933687611E+0001, 2.04959933687611E+0001,,OtsAC13SFMK_4012,11,11,0, 1.79073940942971E+0001, 1.79073940942971E+0001,,11,0, 4.46092768123446E+0001, 4.46092768123446E+0001,,
OtsAC17SFMK_0052,11,
OtsAC17SFMK_0053,11,
OtsAC17SFMK_0054,11,OtsAC12SFMK_8850,11,11,0, 2.09081439216228E+0001, 2.09081439216228E+0001,,OtsAC12SFMK_8737,11,11,0, 2.20130834309414E+0001, 2.20130834309414E+0001,,11,0, 4.79460215946650E+0001, 4.79460215946650E+0001,,
OtsAC17SFMK_0055,11,OtsAC13SFMK_4532,11,11,0, 2.05505884869860E+0001, 2.05505884869860E+0001,,OtsAC13SFMK_4853,11,11,0, 1.75483006540318E+0001, 1.75483006540318E+0001,,11,0, 4.32425001178049E+0001, 4.32425001178049E+0001,,
OtsAC17SFMK_0056,11,
OtsAC17SFMK_0057,11,OtsAC13SFMK_4020,11,11,0, 2.15178276602528E+0001, 2.15178276602528E+0001,,OtsAC13SFMK_4083,11,11,0, 1.82661596948341E+0001, 1.82661596948341E+0001,,11,0, 4.50513090914945E+0001, 4.50513090914945E+0001,,
OtsAC17SFMK_0058,11,OtsAC13SFMK_4833,11,11,0, 1.28487444808646E+0001, 1.28487444808646E+0001,,OtsAC13SFMK_4687,11,11,0, 1.86739823202829E+0001, 1.86739823202829E+0001,,11,0, 3.79950280540248E+0001, 3.79950280540248E+0001,,
OtsAC17SFMK_0059,11,
OtsAC17SFMK_0060,11,OtsAC13SFMK_4807,11,11,0, 2.07109594123083E+0001, 2.07109594123083E+0001,,OtsAC13SFMK_4108,11,11,0, 1.97743959846383E+0001, 1.97743959846383E+0001,,11,0, 4.57338552060659E+0001, 4.57338552060659E+0001,,
OtsAC17SFMK_0061,11,OtsAC13SFMK_4665,11,11,0, 1.73442441748242E+0001, 1.73442441748242E+0001,,OtsAC13SFMK_4674,11,11,0, 1.59923896431642E+0001, 1.59923896431642E+0001,,11,0, 3.93694015888757E+0001, 3.93694015888757E+0001,,
OtsAC17SFMK_0062,11,OtsAC13SFMK_4017,11,11,0, 2.03653018151665E+0001, 2.03653018151665E+0001,,OtsAC13SFMK_4065,11,11,0, 1.69281564176813E+0001, 1.69281564176813E+0001,,11,0, 4.37203252745563E+0001, 4.37203252745563E+0001,,
OtsAC17SFMK_0063,11,OtsAC13SFMK_4030,11,11,0, 1.79779218781197E+0001, 1.79779218781197E+0001,,OtsAC13SFMK_4065,11,11,0, 1.58098353195676E+0001, 1.58098353195676E+0001,,11,0, 4.07192290032868E+0001, 4.07192290032868E+0001,,
OtsAC17SFMK_0064,11,OtsAC13SFMK_4060,11,11,0, 1.65712743821625E+0001, 1.65712743821625E+0001,,OtsAC13SFMK_4627,11,11,0, 2.01879616606983E+0001, 2.01879616606983E+0001,,11,0, 4.37718442610069E+0001, 4.37718442610069E+0001,,
OtsAC17SFMK_0065,11,OtsAC12SFMK_8400,11,11,0, 1.65611287683212E+0001, 1.65611287683212E+0001,,OtsAC12SFMK_8985,11,11,0, 1.70016830636286E+0001, 1.70016830636286E+0001,,11,0, 4.07527083040127E+0001, 4.07527083040127E+0001,,
OtsAC17SFMK_0066,11,
OtsAC17SFMK_0067,11,OtsAC13SFMK_4829,11,11,0, 1.74441432038961E+0001, 1.74441432038961E+0001,,OtsAC13SFMK_4009,11,11,0, 1.64920257256254E+0001, 1.64920257256254E+0001,,11,0, 4.08676407351209E+0001, 4.08676407351209E+0001,,
OtsAC17SFMK_0068,11,
OtsAC17SFMK_0070,11,OtsAC12SFMK_8568,11,11,0, 1.70068102470773E+0001, 1.70068102470773E+0001,,OtsAC12SFMK_8729,11,11,0, 2.06554577768614E+0001, 2.06554577768614E+0001,,11,0, 4.26993624691243E+0001, 4.26993624691243E+0001,,
OtsAC17SFMK_0071,11,OtsAC12SFMK_8056,11,11,0, 1.77228564980512E+0001, 1.77228564980512E+0001,,OtsAC12SFMK_8803,11,11,0, 1.92036198963787E+0001, 1.92036198963787E+0001,,11,0, 4.11272260571823E+0001, 4.11272260571823E+0001,,
OtsAC17SFMK_0072,11,OtsAC13SFMK_4608,11,11,0, 1.84205872180692E+0001, 1.84205872180692E+0001,,OtsAC13SFMK_4069,11,11,0, 1.76289812504872E+0001, 1.76289812504872E+0001,,11,0, 4.29036921612130E+0001, 4.29036921612130E+0001,,
OtsAC17SFMK_0073,11,
OtsAC17SFMK_0074,11,OtsAC13SFMK_4625,11,11,0, 1.87479699219442E+0001, 1.87479699219442E+0001,,OtsAC13SFMK_4083,11,11,0, 1.75378803238290E+0001, 1.75378803238290E+0001,,11,0, 4.19154771022916E+0001, 4.19154771022916E+0001,,
OtsAC17SFMK_0075,11,
OtsAC17SFMK_0076,11,OtsAC13SFMK_4560,11,11,0, 2.03550779839417E+0001, 2.03550779839417E+0001,,OtsAC13SFMK_4108,11,11,0, 1.74245672971083E+0001, 1.74245672971083E+0001,,11,0, 4.44583757429386E+0001, 4.44583757429386E+0001,,
OtsAC17SFMK_0077,11,OtsAC13SFMK_4804,11,11,0, 2.21644634543709E+0001, 2.21644634543709E+0001,,OtsAC13SFMK_4843,11,11,0, 1.75396196850361E+0001, 1.75396196850361E+0001,,11,0, 4.58320077038454E+0001, 4.58320077038454E+0001,,
OtsAC17SFMK_0078,11,OtsAC13SFMK_4062,11,11,0, 1.77801292430321E+0001, 1.77801292430321E+0001,,OtsAC13SFMK_4114,11,11,0, 1.60400884699645E+0001, 1.60400884699645E+0001,,11,0, 4.09979305931033E+0001, 4.09979305931033E+0001,,
OtsAC17SFMK_0079,11,
OtsAC17SFMK_0080,11,OtsAC12SFMK_8978,11,11,0, 1.64393392959968E+0001, 1.64393392959968E+0001,,OtsAC12SFMK_8830,11,11,0, 1.92345295552769E+0001, 1.92345295552769E+0001,,11,0, 4.14792457225112E+0001, 4.14792457225112E+0001,,
OtsAC17SFMK_0081,11,OtsAC13SFMK_4597,11,11,0, 1.63324943628690E+0001, 1.63324943628690E+0001,,OtsAC13SFMK_4125,11,11,0, 2.02848151098060E+0001, 2.02848151098060E+0001,,11,0, 3.91776757421541E+0001, 3.91776757421541E+0001,,
OtsAC17SFMK_0082,11,OtsAC12SFMK_8553,11,11,0, 1.94057684583887E+0001, 1.94057684583887E+0001,,OtsAC12SFMK_8859,11,11,0, 1.55644214911228E+0001, 1.55644214911228E+0001,,11,0, 4.11472866189765E+0001, 4.11472866189765E+0001,,
OtsAC17SFMK_0083,11,OtsAC13SFMK_4062,11,11,0, 1.83941066943155E+0001, 1.83941066943155E+0001,,OtsAC13SFMK_4589,11,11,0, 2.29909930111438E+0001, 2.29909930111438E+0001,,11,0, 4.75328112001944E+0001, 4.75328112001944E+0001,,
OtsAC17SFMK_0084,11,OtsAC12SFMK_8899,11,11,0, 1.89232326232918E+0001, 1.89232326232918E+0001,,OtsAC12SFMK_8181,11,11,0, 1.86644469044274E+0001, 1.86644469044274E+0001,,11,0, 4.44523113151928E+0001, 4.44523113151928E+0001,,
OtsAC17SFMK_0085,11,
OtsAC17SFMK_0086,11,OtsAC13SFMK_4032,11,11,0, 2.39817682597893E+0001, 2.39817682597893E+0001,,OtsAC13SFMK_4159,11,11,0, 1.99514858628487E+0001, 1.99514858628487E+0001,,11,0, 4.97663491461058E+0001, 4.97663491461058E+0001,,
OtsAC17SFMK_0087,11,
OtsAC17SFMK_0088,11,OtsAC12SFMK_8210,11,11,0, 1.77482811389109E+0001, 1.77482811389109E+0001,,OtsAC12SFMK_8742,11,11,0, 1.65469844276576E+0001, 1.65469844276576E+0001,,11,0, 4.04688006979505E+0001, 4.04688006979505E+0001,,
OtsAC17SFMK_0089,11,OtsAC13SFMK_4622,11,11,0, 1.91426640388352E+0001, 1.91426640388352E+0001,,OtsAC13SFMK_4108,11,11,0, 1.73968770585518E+0001, 1.73968770585518E+0001,,11,0, 4.21512499876274E+0001, 4.21512499876274E+0001,,
OtsAC17SFMK_0090,11,OtsAC13SFMK_4150,11,11,0, 1.59136443164293E+0001, 1.59136443164293E+0001,,OtsAC13SFMK_4547,11,11,0, 1.73059146089752E+0001, 1.73059146089752E+0001,,11,0, 3.96083974867500E+0001, 3.96083974867500E+0001,,
OtsAC17SFMK_0091,11,OtsAC13SFMK_4877,11,11,0, 1.72222564275150E+0001, 1.72222564275150E+0001,,OtsAC13SFMK_4088,11,11,0, 1.65861430371623E+0001, 1.65861430371623E+0001,,11,0, 4.08085951898189E+0001, 4.08085951898189E+0001,,
OtsAC17SFMK_0092,11,
OtsAC17SFMK_0093,11,OtsAC12SFMK_8878,11,11,0, 1.63298616249313E+0001, 1.63298616249313E+0001,,OtsAC12SFMK_8863,11,11,0, 1.73867791970779E+0001, 1.73867791970779E+0001,,11,0, 3.94290574982145E+0001, 3.94290574982145E+0001,,
OtsAC17SFMK_0094,11,OtsAC12SFMK_8784,11,11,0, 1.39804393337835E+0001, 1.39804393337835E+0001,,OtsAC12SFMK_8226,11,11,0, 1.78701997807247E+0001, 1.78701997807247E+0001,,11,0, 3.70412439414614E+0001, 3.70412439414614E+0001,,
OtsAC17SFMK_0097,11,OtsAC13SFMK_4113,11,11,0, 1.80268353562764E+0001, 1.80268353562764E+0001,,OtsAC13SFMK_4009,11,11,0, 2.01968731405743E+0001, 2.01968731405743E+0001,,11,0, 4.46443754750305E+0001, 4.46443754750305E+0001,,
OtsAC17SFMK_0099,10,
OtsAC17SFMK_0100,11,OtsAC13SFMK_4062,11,11,0, 1.93915781100604E+0001, 1.93915781100604E+0001,,OtsAC13SFMK_4114,11,11,0, 1.76544167479881E+0001, 1.76544167479881E+0001,,11,0, 4.39774666636480E+0001, 4.39774666636480E+0001,,
OtsAC17SFMK_0101,11,
OtsAC17SFMK_0102,11,OtsAC13SFMK_4533,11,11,0, 1.67098355911151E+0001, 1.67098355911151E+0001,,OtsAC13SFMK_4177,11,11,0, 1.87726809341757E+0001, 1.87726809341757E+0001,,11,0, 4.21141890353436E+0001, 4.21141890353436E+0001,,
OtsAC17SFMK_0103,9,OtsAC11SFMK_0387,11,9,0, 2.12557273411331E+0001, 2.12557273411331E+0001,,OtsAC11SFMK_0351,11,9,0, 1.42953425301740E+0001, 1.42953425301740E+0001,,9,0, 3.88730882135385E+0001, 3.88730882135385E+0001,,
OtsAC17SFMK_0104,11,OtsAC13SFMK_4557,11,11,0, 1.76846816539389E+0001, 1.76846816539389E+0001,,OtsAC13SFMK_4098,11,11,0, 1.43923112157446E+0001, 1.43923112157446E+0001,,11,0, 3.76457227834290E+0001, 3.76457227834290E+0001,,
OtsAC17SFMK_0105,11,OtsAC12SFMK_8515,11,11,0, 2.23943825339405E+0001, 2.23943825339405E+0001,,OtsAC12SFMK_8952,11,11,0, 1.96480109340542E+0001, 1.96480109340542E+0001,,11,0, 4.87804052116033E+0001, 4.87804052116033E+0001,,
OtsAC17SFMK_0106,11,
OtsAC17SFMK_0107,11,OtsAC13SFMK_4818,11,11,0, 2.20212821961290E+0001, 2.20212821961290E+0001,,OtsAC13SFMK_4594,11,11,0, 1.75394765926096E+0001, 1.75394765926096E+0001,,11,0, 4.51059362332182E+0001, 4.51059362332182E+0001,,
OtsAC17SFMK_0108,11,
OtsAC17SFMK_0109,11,
OtsAC17SFMK_0110,11,
OtsAC17SFMK_0112,11,
OtsAC17SFMK_0113,11,
OtsAC17SFMK_0114,11,OtsAC13SFMK_4925,11,11,0, 1.71215233566913E+0001, 1.71215233566913E+0001,,OtsAC13SFMK_4548,11,11,0, 2.45928915688777E+0001, 2.45928915688777E+0001,,11,0, 4.79652183872050E+0001, 4.79652183872050E+0001,,
OtsAC17SFMK_0115,11,OtsAC13SFMK_4607,11,11,0, 1.91353471142439E+0001, 1.91353471142439E+0001,,OtsAC13SFMK_4708,11,11,0, 1.18753330255546E+0001, 1.18753330255546E+0001,,11,0, 3.47914314490628E+0001, 3.47914314490628E+0001,,
OtsAC17SFMK_0117,11,OtsAC12SFMK_8857,11,11,0, 1.44119693510937E+0001, 1.44119693510937E+0001,,OtsAC12SFMK_8901,11,11,0, 1.78228451315876E+0001, 1.78228451315876E+0001,,11,0, 3.81558957510906E+0001, 3.81558957510906E+0001,,
OtsAC17SFMK_0118,11,OtsAC12SFMK_8193,11,11,0, 1.25138296972885E+0001, 1.25138296972885E+0001,,OtsAC12SFMK_8758,11,11,0, 2.09853447234881E+0001, 2.09853447234881E+0001,,11,0, 4.03797810269499E+0001, 4.03797810269499E+0001,,
OtsAC17SFMK_0119,11,
OtsAC17SFMK_0120,11,
OtsAC17SFMK_0122,11,
OtsAC17SFMK_0124,11,OtsAC12SFMK_8609,11,11,0, 2.06520341242598E+0001, 2.06520341242598E+0001,,OtsAC12SFMK_8574,11,11,0, 2.05196936685154E+0001, 2.05196936685154E+0001,,11,0, 4.69098092080271E+0001, 4.69098092080271E+0001,,
OtsAC17SFMK_0125,11,
OtsAC17SFMK_0126,11,
OtsAC17SFMK_0127,11,OtsAC12SFMK_8825,11,11,0, 2.30965421291832E+0001, 2.30965421291832E+0001,,OtsAC12SFMK_8917,11,11,0, 1.71792926553727E+0001, 1.71792926553727E+0001,,11,0, 4.64626900743660E+0001, 4.64626900743660E+0001,,
OtsAC17SFMK_0129,11,OtsAC13SFMK_4150,11,11,0, 1.81110062095994E+0001, 1.81110062095994E+0001,,OtsAC13SFMK_4547,11,11,0, 1.64182398624967E+0001, 1.64182398624967E+0001,,11,0, 4.14607178776956E+0001, 4.14607178776956E+0001,,
OtsAC17SFMK_0130,11,OtsAC13SFMK_4633,11,11,0, 1.45894599333386E+0001, 1.45894599333386E+0001,,OtsAC13SFMK_4686,11,11,0, 1.95510343862956E+0001, 1.95510343862956E+0001,,11,0, 4.17651133057936E+0001, 4.17651133057936E+0001,,
OtsAC17SFMK_0131,11,OtsAC13SFMK_4910,11,11,0, 1.97015895656287E+0001, 1.97015895656287E+0001,,OtsAC13SFMK_4619,11,11,0, 1.66183254102904E+0001, 1.66183254102904E+0001,,11,0, 4.32513867815185E+0001, 4.32513867815185E+0001,,
OtsAC17SFMK_0132,11,OtsAC13SFMK_4532,11,11,0, 1.49583110479460E+0001, 1.49583110479460E+0001,,OtsAC13SFMK_4005,11,11,0, 1.68997588156220E+0001, 1.68997588156220E+0001,,11,0, 3.87167615121058E+0001, 3.87167615121058E+0001,,
OtsAC17SFMK_0133,11,OtsAC12SFMK_8950,11,11,0, 1.77937665531167E+0001, 1.77937665531167E+0001,,OtsAC12SFMK_8941,11,11,0, 1.46704608641093E+0001, 1.46704608641093E+0001,,11,0, 3.89313093580486E+0001, 3.89313093580486E+0001,,
OtsAC17SFMK_0134,11,
OtsAC17SFMK_0135,11,OtsAC13SFMK_4087,11,11,0, 1.59216376883957E+0001, 1.59216376883957E+0001,,OtsAC13SFMK_4096,11,11,0, 1.82817683782189E+0001, 1.82817683782189E+0001,,11,0, 4.11348778722141E+0001, 4.11348778722141E+0001,,
OtsAC17SFMK_0136,11,
OtsAC17SFMK_0137,11,OtsAC13SFMK_4929,11,11,0, 1.54433614055733E+0001, 1.54433614055733E+0001,,OtsAC13SFMK_4585,11,11,0, 2.41043200440068E+0001, 2.41043200440068E+0001,,11,0, 4.62001292454709E+0001, 4.62001292454709E+0001,,
OtsAC17SFMK_0138,11,OtsAC13SFMK_4115,11,11,0, 2.18921659073088E+0001, 2.18921659073088E+0001,,OtsAC13SFMK_4039,11,11,0, 1.92027226285845E+0001, 1.92027226285845E+0001,,11,0, 4.78650411721869E+0001, 4.78650411721869E+0001,,
OtsAC17SFMK_0139,11,OtsAC12SFMK_8735,11,11,0, 1.93169630053049E+0001, 1.93169630053049E+0001,,OtsAC12SFMK_8196,11,11,0, 1.83631133483967E+0001, 1.83631133483967E+0001,,11,0, 4.45085255392278E+0001, 4.45085255392278E+0001,,
OtsAC17SFMK_0140,11,OtsAC12SFMK_8430,11,11,0, 1.67545192119075E+0001, 1.67545192119075E+0001,,OtsAC12SFMK_8916,11,11,0, 1.50230450033187E+0001, 1.50230450033187E+0001,,11,0, 3.62152678450294E+0001, 3.62152678450294E+0001,,
OtsAC17SFMK_0141,11,OtsAC12SFMK_8060,11,11,0, 2.05093563644268E+0001, 2.05093563644268E+0001,,OtsAC12SFMK_8640,11,11,0, 1.65388998092632E+0001, 1.65388998092632E+0001,,11,0, 4.20617098767659E+0001, 4.20617098767659E+0001,,
OtsAC17SFMK_0142,11,OtsAC13SFMK_4130,11,11,0, 1.59538516094953E+0001, 1.59538516094953E+0001,,OtsAC13SFMK_4098,11,11,0, 1.69460034648344E+0001, 1.69460034648344E+0001,,11,0, 3.87918086088414E+0001, 3.87918086088414E+0001,,
