Sample.Name	sex	type	out.strat	jul_date	rkm	radio_tag	year	return.type	floy.t	length	rs	mates	mates.uk
MR12A_339	F	H	hatch	269	18.5	NA	2012	NA	NA	715	0	0	0
MR12A_340	F	H	hatch	269	18.5	NA	2012	NA	NA	852	18	4	0
MR12A_341	F	H	hatch	269	18.5	NA	2012	NA	NA	725	0	0	0
MR12A_342	F	H	hatch	269	18.5	NA	2012	NA	NA	765	0	0	0
MR12A_343	F	H	hatch	269	18.5	NA	2012	NA	NA	790	0	0	0
MR12A_344	F	H	hatch	269	18.5	NA	2012	NA	NA	785	0	0	0
MR12A_345	F	H	hatch	269	18.5	NA	2012	NA	NA	855	1	1	0
MR12A_346	F	H	hatch	269	18.5	NA	2012	NA	NA	875	2	1	0
MR12A_347	F	H	hatch	269	18.5	NA	2012	NA	NA	700	10	3	2
MR12A_348	F	H	hatch	269	18.5	NA	2012	NA	NA	800	0	0	0
MR12A_349	F	H	hatch	269	18.5	NA	2012	NA	NA	790	0	0	0
MR12A_350	F	H	hatch	269	18.5	NA	2012	NA	NA	720	0	0	0
MR12A_351	F	H	hatch	269	18.5	NA	2012	NA	NA	800	4	3	0
MR12A_352	F	H	hatch	269	18.5	NA	2012	NA	NA	880	2	2	1
MR12A_353	F	H	hatch	269	18.5	NA	2012	NA	NA	745	0	0	0
MR12A_354	F	H	hatch	269	18.5	NA	2012	NA	NA	700	0	0	0
MR12A_355	F	H	hatch	269	18.5	NA	2012	NA	NA	730	0	0	0
MR12A_356	F	H	hatch	269	18.5	NA	2012	NA	NA	770	0	0	0
MR12A_357	F	H	hatch	269	18.5	NA	2012	NA	NA	810	18	4	0
MR12A_358	F	H	hatch	269	18.5	NA	2012	NA	NA	715	0	0	0
MR12A_359	F	H	hatch	269	18.5	NA	2012	NA	NA	725	0	0	0
MR12A_360	F	H	hatch	269	18.5	NA	2012	NA	NA	725	0	0	0
MR12A_361	F	H	hatch	269	18.5	NA	2012	NA	NA	790	0	0	0
MR12A_362	F	H	hatch	269	18.5	NA	2012	NA	NA	675	4	3	0
MR12A_363	F	H	hatch	269	18.5	NA	2012	NA	NA	890	1	1	0
MR12A_364	F	H	hatch	269	18.5	NA	2012	NA	NA	815	3	1	0
MR12A_365	F	H	hatch	269	18.5	NA	2012	NA	NA	720	0	0	0
MR12A_366	F	H	hatch	269	18.5	NA	2012	NA	NA	825	20	3	0
MR12A_367	F	H	hatch	269	18.5	NA	2012	NA	NA	810	13	3	0
MR12A_368	F	H	hatch	269	18.5	NA	2012	NA	NA	820	0	0	0
MR12A_369	F	H	hatch	269	18.5	NA	2012	NA	NA	695	0	0	0
MR12A_370	F	H	hatch	269	18.5	NA	2012	NA	NA	780	6	1	0
MR12A_371	F	H	hatch	269	18.5	NA	2012	NA	NA	810	7	2	1
MR12A_372	F	H	hatch	269	18.5	NA	2012	NA	NA	850	2	1	0
MR12A_373	F	H	hatch	269	18.5	NA	2012	NA	NA	760	0	0	0
MR12A_374	F	H	hatch	269	18.5	NA	2012	NA	NA	870	1	1	0
MR12A_375	F	H	hatch	269	18.5	NA	2012	NA	NA	735	0	0	0
MR12A_376	F	H	hatch	269	18.5	NA	2012	NA	NA	780	3	1	0
MR12A_377	F	H	hatch	269	18.5	NA	2012	NA	NA	740	0	0	0
MR12A_378	F	H	hatch	269	18.5	NA	2012	NA	NA	770	0	0	0
MR12A_379	F	H	hatch	269	18.5	NA	2012	NA	NA	750	17	3	0
MR12A_380	F	H	hatch	269	18.5	NA	2012	NA	NA	860	18	5	0
MR12A_381	F	H	hatch	269	18.5	NA	2012	NA	NA	810	0	0	0
MR12A_382	F	H	hatch	269	18.5	NA	2012	NA	NA	800	0	0	0
MR12A_383	F	H	hatch	269	18.5	NA	2012	NA	NA	750	0	0	0
MR12A_384	F	H	hatch	269	18.5	NA	2012	NA	NA	710	0	0	0
MR12A_385	F	H	hatch	269	18.5	NA	2012	NA	NA	790	35	1	0
MR12A_386	F	H	hatch	269	18.5	NA	2012	NA	NA	790	12	3	0
MR12A_387	F	H	hatch	269	18.5	NA	2012	NA	NA	800	1	1	0
MR12A_388	F	H	hatch	269	18.5	NA	2012	NA	NA	620	0	0	0
MR12A_389	F	H	hatch	269	18.5	NA	2012	NA	NA	840	2	2	1
MR12A_390	F	H	hatch	269	18.5	NA	2012	NA	NA	770	4	2	0
MR12A_391	F	H	hatch	269	18.5	NA	2012	NA	NA	810	3	1	0
MR12A_392	F	H	hatch	269	18.5	NA	2012	NA	NA	700	2	2	0
MR12A_393	F	H	hatch	269	18.5	NA	2012	NA	NA	780	0	0	0
MR12A_394	F	H	hatch	269	18.5	NA	2012	NA	NA	745	22	2	0
MR12A_395	F	H	hatch	269	18.5	NA	2012	NA	NA	870	0	0	0
MR12A_396	F	H	hatch	269	18.5	NA	2012	NA	NA	880	0	0	0
MR12A_397	F	H	hatch	269	18.5	NA	2012	NA	NA	860	8	3	0
MR12A_398	F	H	hatch	269	18.5	NA	2012	NA	NA	735	28	2	0
MR12A_399	F	H	hatch	269	18.5	NA	2012	NA	NA	705	0	0	0
MR12A_400	F	H	hatch	269	18.5	NA	2012	NA	NA	785	7	2	0
MR12A_401	F	H	hatch	269	18.5	NA	2012	NA	NA	710	0	0	0
MR12A_402	F	H	hatch	269	18.5	NA	2012	NA	NA	790	0	0	0
MR12A_403	F	H	hatch	269	18.5	NA	2012	NA	NA	765	0	0	0
MR12A_404	F	H	hatch	269	18.5	NA	2012	NA	NA	930	18	3	2
MR12A_405	F	H	hatch	269	18.5	NA	2012	NA	NA	850	0	0	0
MR12A_406	F	H	hatch	269	18.5	NA	2012	NA	NA	865	14	3	0
MR12A_407	F	H	hatch	269	18.5	NA	2012	NA	NA	835	0	0	0
MR12A_408	F	H	hatch	269	18.5	NA	2012	NA	NA	740	0	0	0
MR12A_409	F	H	hatch	269	18.5	NA	2012	NA	NA	780	9	2	0
MR12A_410	F	H	hatch	269	18.5	NA	2012	NA	NA	750	0	0	0
MR12A_411	F	H	hatch	269	18.5	NA	2012	NA	NA	750	0	0	0
MR12A_412	M	H	hatch	269	18.5	NA	2012	NA	NA	820	8	1	8
MR12A_413	F	H	hatch	269	18.5	NA	2012	NA	NA	700	0	0	0
MR12A_414	F	H	hatch	269	18.5	NA	2012	NA	NA	750	0	0	0
MR12A_415	F	H	hatch	269	18.5	NA	2012	NA	NA	740	0	0	0
MR12A_416	F	H	hatch	269	18.5	NA	2012	NA	NA	910	5	3	0
MR12A_417	F	H	hatch	269	18.5	NA	2012	NA	NA	840	1	1	0
MR12A_418	F	H	hatch	269	18.5	NA	2012	NA	NA	810	0	0	0
MR12A_419	F	H	hatch	269	18.5	NA	2012	NA	NA	760	0	0	0
MR12A_420	F	H	hatch	269	18.5	NA	2012	NA	NA	910	42	6	0
MR12A_421	F	H	hatch	269	18.5	NA	2012	NA	NA	700	0	0	0
MR12A_422	F	H	hatch	269	18.5	NA	2012	NA	NA	790	1	1	0
MR12A_423	F	H	hatch	269	18.5	NA	2012	NA	NA	675	0	0	0
MR12A_424	F	H	hatch	269	18.5	NA	2012	NA	NA	700	0	0	0
MR12A_425	F	H	hatch	269	18.5	NA	2012	NA	NA	760	3	2	0
MR12A_426	F	H	hatch	269	18.5	NA	2012	NA	NA	750	7	4	0
MR12A_427	F	H	hatch	269	18.5	NA	2012	NA	NA	730	2	1	0
MR12A_428	F	H	hatch	269	18.5	NA	2012	NA	NA	730	0	0	0
MR12A_429	F	H	hatch	269	18.5	NA	2012	NA	NA	740	7	2	0
MR12A_430	F	H	hatch	269	18.5	NA	2012	NA	NA	825	2	1	0
MR12TH_001	M	W	trap	123	17.2	NA	2012	NA	NA	620	0	0	0
MR12TH_002	M	W	trap	156	17.2	NA	2012	NA	NA	720	0	0	0
MR12TH_003	M	W	trap	194	17.2	NA	2012	NA	NA	710	11	1	0
MR12TH_004	M	W	trap	195	17.2	NA	2012	NA	NA	720	0	0	0
MR12TH_005	M	W	trap	195	17.2	NA	2012	NA	NA	770	0	0	0
MR12TH_006	M	W	trap	195	17.2	NA	2012	NA	NA	870	2	1	0
MR12TH_007	F	W	trap	195	17.2	NA	2012	NA	NA	910	31	3	1
MR12TH_008	M	W	trap	195	17.2	NA	2012	NA	NA	850	0	0	0
MR12TH_009	F	W	trap	195	17.2	NA	2012	NA	NA	790	0	0	0
MR12TH_010	M	W	trap	195	17.2	NA	2012	NA	NA	850	17	5	0
MR12TH_011	M	W	trap	195	17.2	NA	2012	NA	NA	660	0	0	0
MR12TH_012	F	W	trap	195	17.2	NA	2012	NA	NA	870	0	0	0
MR12TH_013	M	W	trap	195	17.2	NA	2012	NA	NA	770	3	1	0
MR12TH_014	M	W	trap	195	17.2	NA	2012	NA	NA	760	4	2	0
MR12TH_015	F	W	trap	195	17.2	NA	2012	NA	NA	890	15	3	0
MR12TH_016	F	W	trap	195	17.2	NA	2012	NA	NA	770	0	0	0
MR12TH_017	F	W	trap	195	17.2	NA	2012	NA	NA	810	8	3	1
MR12TH_018	M	W	trap	195	17.2	NA	2012	NA	NA	650	3	2	1
MR12TH_019	M	W	trap	195	17.2	NA	2012	NA	NA	750	6	1	6
MR12TH_020	M	W	trap	195	17.2	NA	2012	NA	NA	920	9	1	9
MR12TH_021	F	W	trap	195	17.2	NA	2012	NA	NA	820	10	3	4
MR12TH_022	M	W	trap	195	17.2	NA	2012	NA	NA	750	0	0	0
MR12TH_023	M	W	trap	195	17.2	NA	2012	NA	NA	840	0	0	0
MR12TH_024	M	W	trap	195	17.2	NA	2012	NA	NA	760	1	1	0
MR12TH_025	M	W	trap	195	17.2	NA	2012	NA	NA	780	7	2	0
MR12TH_026	M	W	trap	195	17.2	NA	2012	NA	NA	620	0	0	0
MR12TH_027	F	W	trap	195	17.2	NA	2012	NA	NA	790	11	2	0
MR12TH_028	M	W	trap	195	17.2	NA	2012	NA	NA	760	11	1	0
MR12TH_029	M	W	trap	195	17.2	NA	2012	NA	NA	690	5	4	0
MR12TH_030	F	W	trap	195	17.2	NA	2012	NA	NA	720	6	2	0
MR12TH_031	M	W	trap	195	17.2	NA	2012	NA	NA	770	3	2	0
MR12TH_032	F	W	trap	195	17.2	NA	2012	NA	NA	880	0	0	0
MR12TH_033	M	W	trap	195	17.2	NA	2012	NA	NA	670	3	1	0
MR12TH_034	M	W	trap	195	17.2	NA	2012	NA	NA	870	11	3	1
MR12TH_035	M	W	trap	195	17.2	NA	2012	NA	NA	750	9	1	0
MR12TH_036	M	W	trap	195	17.2	NA	2012	NA	NA	740	0	0	0
MR12TH_037	M	W	trap	195	17.2	NA	2012	NA	NA	700	8	3	0
MR12TH_038	M	W	trap	195	17.2	NA	2012	NA	NA	690	2	2	0
MR12TH_039	M	W	trap	195	17.2	NA	2012	NA	NA	740	0	0	0
MR12TH_040	M	W	trap	195	17.2	NA	2012	NA	NA	770	7	1	7
MR12TH_041	M	W	trap	195	17.2	NA	2012	NA	NA	840	4	2	0
MR12TH_042	M	W	trap	195	17.2	NA	2012	NA	NA	860	0	0	0
MR12TH_043	M	W	trap	195	17.2	NA	2012	NA	NA	730	1	1	0
MR12TH_044	F	W	trap	195	17.2	NA	2012	NA	NA	790	7	3	1
MR12TH_045	M	W	trap	195	17.2	NA	2012	NA	NA	830	10	3	5
MR12TH_046	F	W	trap	195	17.2	NA	2012	NA	NA	850	13	2	0
MR12TH_047	M	W	trap	195	17.2	NA	2012	NA	NA	720	0	0	0
MR12TH_048	M	W	trap	195	17.2	NA	2012	NA	NA	820	2	1	0
MR12TH_049	M	W	trap	195	17.2	NA	2012	NA	NA	720	0	0	0
MR12TH_050	F	W	trap	195	17.2	NA	2012	NA	NA	810	6	1	6
MR12TH_051	M	W	trap	195	17.2	NA	2012	NA	NA	700	4	1	0
MR12TH_052	M	W	trap	195	17.2	NA	2012	NA	NA	730	6	3	0
MR12TH_053	F	W	trap	195	17.2	NA	2012	NA	NA	900	11	4	0
MR12TH_054	M	W	trap	195	17.2	NA	2012	NA	NA	810	37	4	4
MR12TH_055	F	W	trap	195	17.2	NA	2012	NA	NA	750	5	3	0
MR12TH_056	F	W	trap	195	17.2	NA	2012	NA	NA	750	16	4	0
MR12TH_057	M	W	trap	195	17.2	NA	2012	NA	NA	800	2	2	0
MR12TH_058	M	W	trap	195	17.2	NA	2012	NA	NA	920	0	0	0
MR12TH_059	F	W	trap	195	17.2	NA	2012	NA	NA	780	0	0	0
MR12TH_060	F	W	trap	195	17.2	NA	2012	NA	NA	880	4	1	0
MR12TH_061	M	W	trap	195	17.2	NA	2012	NA	NA	660	2	1	0
MR12TH_062	F	W	trap	195	17.2	NA	2012	NA	NA	990	0	0	0
MR12TH_063	M	W	trap	195	17.2	NA	2012	NA	NA	820	13	2	0
MR12TH_064	M	W	trap	195	17.2	NA	2012	NA	NA	710	1	1	0
MR12TH_065	M	W	trap	195	17.2	NA	2012	NA	NA	740	1	1	0
MR12TH_066	M	W	trap	195	17.2	NA	2012	NA	NA	830	6	1	0
MR12TH_067	F	W	trap	195	17.2	NA	2012	NA	NA	730	23	6	2
MR12TH_068	F	W	trap	195	17.2	NA	2012	NA	NA	840	21	6	0
MR12TH_069	M	W	trap	195	17.2	NA	2012	NA	NA	710	4	2	1
MR12TH_070	M	W	trap	195	17.2	NA	2012	NA	NA	640	2	1	0
MR12TH_071	M	W	trap	195	17.2	NA	2012	NA	NA	830	5	2	3
MR12TH_072	M	W	trap	195	17.2	NA	2012	NA	NA	770	0	0	0
MR12TH_073	M	W	trap	195	17.2	NA	2012	NA	NA	860	51	6	6
MR12TH_074	M	W	trap	195	17.2	NA	2012	NA	NA	960	18	3	0
MR12TH_075	F	W	trap	195	17.2	NA	2012	NA	NA	810	11	2	0
MR12TH_076	M	W	trap	195	17.2	NA	2012	NA	NA	670	0	0	0
MR12TH_077	F	W	trap	195	17.2	NA	2012	NA	NA	800	8	2	0
MR12TH_078	M	W	trap	195	17.2	NA	2012	NA	NA	1020	75	7	0
MR12TH_079	F	W	trap	195	17.2	NA	2012	NA	NA	820	0	0	0
MR12TH_080	F	W	trap	195	17.2	NA	2012	NA	NA	800	7	2	0
MR12TH_081	F	W	trap	195	17.2	NA	2012	NA	NA	670	1	1	1
MR12TH_082	M	W	trap	195	17.2	NA	2012	NA	NA	680	2	1	2
MR12TH_083	M	W	trap	195	17.2	NA	2012	NA	NA	850	32	3	0
MR12TH_084	M	W	trap	195	17.2	NA	2012	NA	NA	740	3	2	0
MR12TH_085	M	W	trap	195	17.2	NA	2012	NA	NA	700	2	2	1
MR12TH_086	F	W	trap	195	17.2	NA	2012	NA	NA	780	0	0	0
MR12TH_087	M	W	trap	195	17.2	NA	2012	NA	NA	640	0	0	0
MR12TH_088	F	W	trap	195	17.2	NA	2012	NA	NA	790	10	3	2
MR12TH_089	F	W	trap	195	17.2	NA	2012	NA	NA	670	0	0	0
MR12TH_090	M	W	trap	195	17.2	NA	2012	NA	NA	870	0	0	0
MR12TH_091	M	W	trap	195	17.2	NA	2012	NA	NA	710	9	1	0
MR12TH_092	F	W	trap	195	17.2	NA	2012	NA	NA	800	1	1	0
MR12TH_093	F	W	trap	195	17.2	NA	2012	NA	NA	830	0	0	0
MR12TH_094	M	W	trap	195	17.2	NA	2012	NA	NA	780	2	2	1
MR12TH_095	F	W	trap	195	17.2	NA	2012	NA	NA	850	30	5	1
MR12TH_096	M	W	trap	195	17.2	NA	2012	NA	NA	790	0	0	0
MR12TH_097	M	W	trap	195	17.2	NA	2012	NA	NA	680	13	4	8
MR12TH_098	M	W	trap	195	17.2	NA	2012	NA	NA	850	17	1	0
MR12TH_099	F	W	trap	195	17.2	NA	2012	NA	NA	800	14	4	3
MR12TH_100	M	W	trap	195	17.2	NA	2012	NA	NA	700	0	0	0
MR12TH_101	F	W	trap	195	17.2	NA	2012	NA	NA	750	0	0	0
MR12TH_102	M	W	trap	195	17.2	NA	2012	NA	NA	840	44	6	17
MR12TH_103	M	W	trap	195	17.2	NA	2012	NA	NA	850	23	7	0
MR12TH_104	M	W	trap	195	17.2	NA	2012	NA	NA	720	3	1	0
MR12TH_105	M	W	trap	195	17.2	NA	2012	NA	NA	720	12	1	12
MR12TH_106	F	W	trap	195	17.2	NA	2012	NA	NA	680	4	1	4
MR12TH_107	M	W	trap	195	17.2	NA	2012	NA	NA	770	0	0	0
MR12TH_108	F	W	trap	195	17.2	NA	2012	NA	NA	860	24	3	0
MR12TH_109	F	W	trap	195	17.2	NA	2012	NA	NA	770	3	2	0
MR12TH_110	F	W	trap	195	17.2	NA	2012	NA	NA	800	0	0	0
MR12TH_111	F	W	trap	195	17.2	NA	2012	NA	NA	830	0	0	0
MR12TH_112	M	W	trap	195	17.2	NA	2012	NA	NA	710	2	1	0
MR12TH_113	F	W	trap	195	17.2	NA	2012	NA	NA	720	0	0	0
MR12TH_114	F	W	trap	195	17.2	NA	2012	NA	NA	910	17	5	0
MR12TH_115	F	W	trap	195	17.2	NA	2012	NA	NA	810	14	4	0
MR12TH_116	M	W	trap	195	17.2	NA	2012	NA	NA	800	2	2	0
MR12TH_117	F	W	trap	195	17.2	NA	2012	NA	NA	790	0	0	0
MR12TH_118	M	W	trap	195	17.2	NA	2012	NA	NA	730	0	0	0
MR12TH_119	M	W	trap	198	17.2	NA	2012	NA	NA	730	1	1	1
MR12TH_120	F	W	trap	198	17.2	NA	2012	NA	NA	700	7	3	4
MR12TH_121	F	W	trap	198	17.2	NA	2012	NA	NA	730	0	0	0
MR12TH_122	F	W	trap	198	17.2	NA	2012	NA	NA	850	15	5	2
MR12TH_123	F	W	trap	198	17.2	NA	2012	NA	NA	870	0	0	0
MR12TH_124	F	W	trap	198	17.2	NA	2012	NA	NA	740	0	0	0
MR12TH_125	F	W	trap	198	17.2	NA	2012	NA	NA	740	0	0	0
MR12TH_126	M	W	trap	198	17.2	NA	2012	NA	NA	740	5	3	2
MR12TH_127	M	W	trap	198	17.2	NA	2012	NA	NA	780	0	0	0
MR12TH_128	M	W	trap	198	17.2	NA	2012	NA	NA	930	0	0	0
MR12TH_129	M	W	trap	198	17.2	NA	2012	NA	NA	830	15	1	15
MR12TH_130	F	W	trap	198	17.2	NA	2012	NA	NA	790	0	0	0
MR12TH_131	M	W	trap	198	17.2	NA	2012	NA	NA	690	0	0	0
MR12TH_132	M	W	trap	198	17.2	NA	2012	NA	NA	720	0	0	0
MR12TH_133	M	W	trap	198	17.2	NA	2012	NA	NA	750	2	1	0
MR12TH_134	M	W	trap	198	17.2	NA	2012	NA	NA	830	28	9	0
MR12TH_135	M	W	trap	198	17.2	NA	2012	NA	NA	780	0	0	0
MR12TH_136	F	W	trap	198	17.2	NA	2012	NA	NA	880	0	0	0
MR12TH_137	M	W	trap	198	17.2	NA	2012	NA	NA	690	2	1	0
MR12TH_138	M	W	trap	198	17.2	NA	2012	NA	NA	680	7	1	0
MR12TH_139	F	W	trap	198	17.2	NA	2012	NA	NA	810	0	0	0
MR12TH_140	M	W	trap	198	17.2	NA	2012	NA	NA	0	18	1	0
MR12TH_141	M	W	trap	198	17.2	NA	2012	NA	NA	760	1	1	1
MR12TH_142	F	W	trap	198	17.2	NA	2012	NA	NA	750	0	0	0
MR12TH_143	F	W	trap	198	17.2	NA	2012	NA	NA	780	0	0	0
MR12TH_144	F	W	trap	198	17.2	NA	2012	NA	NA	730	3	2	1
MR12TH_145	M	W	trap	198	17.2	NA	2012	NA	NA	820	9	2	0
MR12TH_146	F	W	trap	198	17.2	NA	2012	NA	NA	790	14	3	2
MR12TH_147	M	W	trap	198	17.2	NA	2012	NA	NA	780	9	1	0
MR12TH_148	F	W	trap	198	17.2	NA	2012	NA	NA	740	11	3	0
MR12TH_149	F	W	trap	198	17.2	NA	2012	NA	NA	750	9	2	6
MR12TH_150	M	W	trap	198	17.2	NA	2012	NA	NA	800	6	1	6
MR12TH_151	M	W	trap	198	17.2	NA	2012	NA	NA	690	0	0	0
MR12TH_152	F	W	trap	198	17.2	NA	2012	NA	NA	850	0	0	0
MR12TH_153	M	W	trap	198	17.2	NA	2012	NA	NA	710	3	1	0
MR12TH_154	M	W	trap	198	17.2	NA	2012	NA	NA	770	1	1	0
MR12TH_155	M	W	trap	198	17.2	NA	2012	NA	NA	760	0	0	0
MR12TH_156	M	W	trap	198	17.2	NA	2012	NA	NA	770	11	2	0
MR12TH_157	M	W	trap	198	17.2	NA	2012	NA	NA	750	1	1	0
MR12TH_158	M	W	trap	198	17.2	NA	2012	NA	NA	660	0	0	0
MR12TH_159	M	W	trap	198	17.2	NA	2012	NA	NA	640	0	0	0
MR12TH_160	F	W	trap	198	17.2	NA	2012	NA	NA	760	6	2	0
MR12TH_161	M	W	trap	198	17.2	NA	2012	NA	NA	780	2	1	0
MR12TH_162	F	W	trap	198	17.2	NA	2012	NA	NA	700	0	0	0
MR12TH_163	F	W	trap	198	17.2	NA	2012	NA	NA	830	0	0	0
MR12TH_164	F	W	trap	198	17.2	NA	2012	NA	NA	840	0	0	0
MR12TH_165	M	W	trap	198	17.2	NA	2012	NA	NA	740	1	1	0
MR12TH_166	M	W	trap	198	17.2	NA	2012	NA	NA	700	3	2	0
MR12TH_167	F	W	trap	198	17.2	NA	2012	NA	NA	780	3	1	0
MR12TH_168	M	W	trap	198	17.2	NA	2012	NA	NA	680	0	0	0
MR12TH_169	M	W	trap	198	17.2	NA	2012	NA	NA	720	0	0	0
MR12TH_171	M	W	trap	198	17.2	NA	2012	NA	NA	910	2	2	1
MR12TH_172	F	W	trap	198	17.2	NA	2012	NA	NA	750	10	4	0
MR12TH_173	M	W	trap	198	17.2	NA	2012	NA	NA	640	5	4	1
MR12TH_174	M	W	trap	198	17.2	NA	2012	NA	NA	760	2	1	2
MR12TH_175	F	W	trap	198	17.2	NA	2012	NA	NA	850	0	0	0
MR12TH_176	F	W	trap	198	17.2	NA	2012	NA	NA	690	10	6	2
MR12TH_177	F	W	trap	198	17.2	NA	2012	NA	NA	760	8	2	0
MR12TH_178	F	W	trap	198	17.2	NA	2012	NA	NA	840	18	5	0
MR12TH_179	M	W	trap	198	17.2	NA	2012	NA	NA	740	5	2	1
MR12TH_180	F	W	trap	198	17.2	NA	2012	NA	NA	740	0	0	0
MR12TH_181	M	W	trap	198	17.2	NA	2012	NA	NA	910	74	8	2
MR12TH_182	F	W	trap	198	17.2	NA	2012	NA	NA	790	14	2	0
MR12TH_183	M	W	trap	198	17.2	NA	2012	NA	NA	900	39	5	1
MR12TH_184	M	W	trap	198	17.2	NA	2012	NA	NA	830	9	3	0
MR12TH_185	M	W	trap	198	17.2	NA	2012	NA	NA	740	0	0	0
MR12TH_186	M	W	trap	198	17.2	NA	2012	NA	NA	660	0	0	0
MR12TH_187	F	W	trap	198	17.2	NA	2012	NA	NA	870	48	5	0
MR12TH_188	M	W	trap	198	17.2	NA	2012	NA	NA	800	7	3	1
MR12TH_189	F	W	trap	198	17.2	NA	2012	NA	NA	800	0	0	0
MR12TH_190	M	W	trap	198	17.2	NA	2012	NA	NA	830	19	6	0
MR12TH_191	F	H	trap	198	17.2	NA	2012	NA	NA	680	4	2	0
MR12TH_192	M	W	trap	198	17.2	NA	2012	NA	NA	890	28	6	6
MR12TH_193	M	W	trap	198	17.2	NA	2012	NA	NA	810	1	1	0
MR12TH_194	F	W	trap	198	17.2	NA	2012	NA	NA	770	5	2	0
MR12TH_195	F	W	trap	198	17.2	NA	2012	NA	NA	740	0	0	0
MR12TH_196	M	W	trap	198	17.2	NA	2012	NA	NA	650	0	0	0
MR12TH_197	M	W	trap	198	17.2	NA	2012	NA	NA	840	15	3	0
MR12TH_198	M	W	trap	205	17.2	NA	2012	NA	NA	860	6	2	0
MR12TH_199	F	W	trap	205	17.2	NA	2012	NA	NA	830	14	3	0
MR12TH_200	F	W	trap	205	17.2	NA	2012	NA	NA	830	42	6	5
MR12TH_201	F	W	trap	205	17.2	NA	2012	NA	NA	890	8	2	0
MR12TH_202	F	W	trap	205	17.2	NA	2012	NA	NA	800	3	2	1
MR12TH_203	M	W	trap	205	17.2	NA	2012	NA	NA	800	9	3	0
MR12TH_204	M	W	trap	205	17.2	NA	2012	NA	NA	830	37	3	1
MR12TH_206	F	W	trap	205	17.2	NA	2012	NA	NA	740	1	1	0
MR12TH_207	F	W	trap	205	17.2	NA	2012	NA	NA	820	0	0	0
MR12TH_208	M	W	trap	205	17.2	NA	2012	NA	NA	850	24	4	1
MR12TH_209	M	W	trap	205	17.2	NA	2012	NA	NA	770	6	1	0
MR12TH_210	F	W	trap	205	17.2	NA	2012	NA	NA	830	20	3	1
MR12TH_211	M	W	trap	205	17.2	NA	2012	NA	NA	730	2	1	0
MR12TH_212	F	W	trap	205	17.2	NA	2012	NA	NA	830	9	4	2
MR12TH_213	M	W	trap	205	17.2	NA	2012	NA	NA	860	14	4	1
MR12TH_214	M	W	trap	205	17.2	NA	2012	NA	NA	810	2	1	0
MR12TH_215	F	W	trap	205	17.2	NA	2012	NA	NA	850	24	6	3
MR12TH_216	M	W	trap	205	17.2	NA	2012	NA	NA	740	0	0	0
MR12TH_217	F	W	trap	205	17.2	NA	2012	NA	NA	820	13	5	0
MR12TH_218	F	W	trap	205	17.2	NA	2012	NA	NA	850	6	1	0
MR12TH_219	M	W	trap	205	17.2	NA	2012	NA	NA	800	1	1	0
MR12TH_220	F	W	trap	205	17.2	NA	2012	NA	NA	850	16	4	0
MR12TH_221	M	W	trap	205	17.2	NA	2012	NA	NA	780	2	1	0
MR12TH_222	F	W	trap	205	17.2	NA	2012	NA	NA	790	0	0	0
MR12TH_223	M	W	trap	205	17.2	NA	2012	NA	NA	790	10	2	9
MR12TH_224	M	W	trap	205	17.2	NA	2012	NA	NA	630	4	2	0
MR12TH_225	F	W	trap	205	17.2	NA	2012	NA	NA	870	15	3	0
MR12TH_226	M	W	trap	205	17.2	NA	2012	NA	NA	680	18	6	0
MR12TH_227	M	W	trap	205	17.2	NA	2012	NA	NA	850	44	10	4
MR12TH_228	F	W	trap	205	17.2	NA	2012	NA	NA	790	6	2	0
MR12TH_229	M	W	trap	205	17.2	NA	2012	NA	NA	770	13	2	0
MR12TH_230	M	W	trap	205	17.2	NA	2012	NA	NA	940	37	7	4
MR12TH_231	F	W	trap	205	17.2	NA	2012	NA	NA	890	18	4	0
MR12TH_232	M	W	trap	205	17.2	NA	2012	NA	NA	710	0	0	0
MR12TH_233	M	W	trap	205	17.2	NA	2012	NA	NA	810	5	2	0
MR12TH_234	M	W	trap	205	17.2	NA	2012	NA	NA	750	0	0	0
MR12TH_235	F	W	trap	205	17.2	NA	2012	NA	NA	880	13	2	0
MR12TH_236	M	W	trap	205	17.2	NA	2012	NA	NA	720	0	0	0
MR12TH_237	M	W	trap	205	17.2	NA	2012	NA	NA	840	6	3	0
MR12TH_238	M	W	trap	205	17.2	NA	2012	NA	NA	840	3	1	0
MR12TH_239	M	H	trap	205	17.2	NA	2012	NA	NA	690	0	0	0
MR12TH_240	F	W	trap	205	17.2	NA	2012	NA	NA	680	0	0	0
MR12TH_241	M	W	trap	205	17.2	NA	2012	NA	NA	670	2	1	0
MR12TH_242	M	W	trap	205	17.2	NA	2012	NA	NA	830	45	5	2
MR12TH_243	M	W	trap	205	17.2	NA	2012	NA	NA	810	10	3	7
MR12TH_244	M	W	trap	205	17.2	NA	2012	NA	NA	690	0	0	0
MR12TH_245	F	W	trap	208	17.2	NA	2012	NA	NA	720	2	1	0
MR12TH_246	F	W	trap	208	17.2	NA	2012	NA	NA	840	0	0	0
MR12TH_247	M	W	trap	208	17.2	NA	2012	NA	NA	810	0	0	0
MR12TH_248	M	W	trap	208	17.2	NA	2012	NA	NA	720	5	2	0
MR12TH_249	F	W	trap	208	17.2	NA	2012	NA	NA	760	9	1	0
MR12TH_250	F	W	trap	208	17.2	NA	2012	NA	NA	850	11	2	2
